10,linear,0.01,auto,0.6333333333333333,0.476679104478
10,linear,0.11,auto,0.64,0.336753731343
10,linear,0.21,auto,0.5066666666666667,0.511194029851
10,linear,0.31,auto,0.5,0.473880597015
10,linear,0.41,auto,0.52,0.506063432836
10,linear,0.51,auto,0.5866666666666667,0.486007462687
10,linear,0.61,auto,0.5333333333333333,0.44776119403
10,linear,0.71,auto,0.5133333333333333,0.488339552239
10,linear,0.81,auto,0.4866666666666667,0.528451492537
10,linear,0.91,auto,0.4666666666666667,0.503731343284
